iter	BalancedAccuracy	Logloss
883	0.9534283421	0.1438572696
884	0.9534283421	0.1438316083
885	0.9534283421	0.1436418951
886	0.9534283421	0.1434356871
887	0.9534283421	0.1433005844
888	0.9534283421	0.1431134523
889	0.9534283421	0.1430126177
890	0.9534283421	0.1428353866
891	0.9534283421	0.1428108419
892	0.9534283421	0.142464826
893	0.9534283421	0.1424595904
894	0.9534283421	0.1422761634
895	0.9534283421	0.1422507937
896	0.9534283421	0.1422428505
897	0.9534283421	0.1419920297
898	0.9534283421	0.1419497748
899	0.9534283421	0.1418094288
900	0.9534283421	0.1417436297
901	0.9534283421	0.1417375402
902	0.9534283421	0.1415373929
903	0.9534283421	0.1414327271
904	0.9534283421	0.1413092696
905	0.9534283421	0.1411768604
906	0.9534283421	0.1410996106
907	0.9534283421	0.1409119508
908	0.9534283421	0.1408500145
909	0.9534283421	0.1408242436
910	0.9534283421	0.1406570133
911	0.9534283421	0.1406407183
912	0.9534283421	0.1404069064
913	0.9534283421	0.140285028
914	0.9534283421	0.1402791971
915	0.9534283421	0.1401666107
916	0.9534283421	0.1400594671
917	0.9534283421	0.1398495975
918	0.9534283421	0.1396450297
919	0.9534283421	0.1395119694
920	0.9534283421	0.1393593503
921	0.9534283421	0.1391541667
922	0.9534283421	0.1390416037
923	0.9534283421	0.1390185014
924	0.9534283421	0.1388496147
925	0.9534283421	0.1386315009
926	0.9534283421	0.1384535093
927	0.9534283421	0.1384030899
928	0.9534283421	0.1383847353
929	0.9534283421	0.1382085994
930	0.9534283421	0.1379866444
931	0.9534283421	0.1378557287
932	0.9534283421	0.1377955249
933	0.9534283421	0.1376224889
934	0.9534283421	0.1374408782
935	0.9534283421	0.1374327248
936	0.9534283421	0.1373166842
937	0.9534283421	0.1372951277
938	0.9534283421	0.137273962
939	0.9534283421	0.137163437
940	0.9534283421	0.1369392523
941	0.9534283421	0.1367102417
942	0.9534283421	0.1366051221
943	0.9534283421	0.1365172356
944	0.9534283421	0.1364205212
945	0.9534283421	0.1362008899
946	0.9534283421	0.1360536548
947	0.9534283421	0.1359224172
948	0.9534283421	0.1357263804
949	0.9534283421	0.1356751519
950	0.9534283421	0.1354865684
951	0.9534283421	0.1354701204
952	0.9534283421	0.1353153624
953	0.9554944578	0.1351900876
954	0.9554944578	0.1350110837
955	0.9554944578	0.1349096836
956	0.9554944578	0.1346887097
957	0.9554944578	0.1345080581
958	0.9554944578	0.1343528995
959	0.9554944578	0.1343479251
960	0.9554944578	0.1342536983
961	0.9554944578	0.134223976
962	0.9554944578	0.1340394036
963	0.9554944578	0.1340281756
964	0.9554944578	0.1339986865
965	0.9554944578	0.1339008991
966	0.9554944578	0.1338696354
967	0.9554944578	0.1336591424
968	0.9554944578	0.133393558
969	0.9554944578	0.1332786893
970	0.9575605735	0.133081025
971	0.9575605735	0.1330767222
972	0.9575605735	0.1330706893
973	0.9575605735	0.1329057258
974	0.9575605735	0.1328648115
975	0.9575605735	0.1327698245
976	0.9575605735	0.1326989902
977	0.9575605735	0.132501826
978	0.9575605735	0.1323927118
979	0.9575605735	0.1323801207
980	0.9575605735	0.132218538
981	0.9575605735	0.1320276922
982	0.9575605735	0.1320085044
983	0.9575605735	0.1318180455
984	0.9575605735	0.1316667432
985	0.9575605735	0.1314313231
986	0.9575605735	0.1312916457
987	0.9575605735	0.1312599898
988	0.9575605735	0.1311903194
989	0.9575605735	0.1311763633
990	0.9575605735	0.1310052824
991	0.9575605735	0.130986582
992	0.9575605735	0.1309219055
993	0.9575605735	0.130899622
994	0.9575605735	0.1308030125
995	0.9575605735	0.1307910131
996	0.9575605735	0.1306605099
997	0.9575605735	0.1305199129
998	0.9575605735	0.130351959
999	0.9575605735	0.1302230157
